Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,monthly_payment,debt_to_savings_ratio,description,target
35,male,2,rent,moderate,,1204,6,car,200.66666666666666,401.3333333333333,"35-year-old male with moderate savings, rents housing, credit for car.",good risk
26,male,2,own,little,rich,1925,24,furniture/equipment,80.20833333333333,962.5,"26-year-old male with little savings, owns housing, rich checking account, credit for furniture/equipment.",good risk
22,female,2,rent,little,,433,18,radio/TV,24.055555555555557,216.5,"22-year-old female with little savings, rents housing, credit for radio/TV.",good risk
39,female,1,own,rich,little,666,6,car,111.0,166.5,"39-year-old female with rich savings, owns housing, little checking account, credit for car.",good risk
46,female,1,own,little,rich,2251,12,furniture/equipment,187.58333333333334,1125.5,"46-year-old female with little savings, owns housing, rich checking account, credit for furniture/equipment.",good risk
24,female,2,own,little,moderate,2150,30,car,71.66666666666667,1075.0,"24-year-old female with little savings, owns housing, moderate checking account, credit for car.",good risk
35,male,2,own,moderate,,4151,24,furniture/equipment,172.95833333333334,1383.6666666666667,"35-year-old male with moderate savings, owns housing, credit for furniture/equipment.",good risk
24,male,2,own,,moderate,2030,9,furniture/equipment,225.55555555555554,2030.0,"24-year-old male with no savings, owns housing, moderate checking account, credit for furniture/equipment.",bad risk
27,male,1,own,,moderate,7418,60,radio/TV,123.63333333333334,7418.0,"27-year-old male with no savings, owns housing, moderate checking account, large credit for radio/TV.",bad risk
35,male,1,own,little,,2684,24,radio/TV,111.83333333333333,1342.0,"35-year-old male with little savings, owns housing, credit for radio/TV.",good risk
29,male,2,free,little,little,2149,12,radio/TV,179.08333333333334,1074.5,"29-year-old male with little savings, free housing, little checking account, credit for radio/TV.",bad risk
23,female,2,own,moderate,,3812,15,car,254.13333333333333,1270.6666666666667,"23-year-old female with moderate savings, owns housing, credit for car.",good risk
57,female,1,own,moderate,,1154,11,radio/TV,104.9090909090909,384.6666666666667,"57-year-old female with moderate savings, owns housing, credit for radio/TV.",good risk
27,male,2,own,little,little,1657,12,furniture/equipment,138.08333333333334,828.5,"27-year-old male with moderate savings, owns housing, little checking account, high debt-to-savings ratio, credit for furniture/equipment.",bad risk
55,female,2,own,little,little,1603,24,radio/TV,66.79166666666667,801.5,"55-year-old female with moderate savings, owns housing, little checking account, high debt-to-savings ratio, credit for radio/TV.",bad risk
36,male,3,free,little,little,5302,18,car,294.55555555555554,2651.0,"36-year-old male with moderate savings, free housing, little checking account, high debt-to-savings ratio, credit for car.",good risk
57,female,1,free,little,,2748,12,education,229.0,1374.0,"57-year-old female with moderate savings, free housing, no checking account, high debt-to-savings ratio, credit for education.",bad risk
32,male,1,own,little,,1231,10,car,123.1,615.5,"32-year-old male with moderate savings, owns housing, no checking account, moderate debt-to-savings ratio, credit for car.",good risk
37,male,2,own,little,moderate,802,15,radio/TV,53.46666666666667,401.0,"37-year-old male with moderate savings, owns housing, moderate checking account, moderate debt-to-savings ratio, credit for radio/TV.",good risk
36,male,2,own,,,6304,36,business,175.11111111111111,6304.0,"36-year-old male with no savings, owns housing, no checking account, very high debt-to-savings ratio, credit for business.",bad risk
38,female,2,own,little,,1533,24,radio/TV,63.875,766.5,"38-year-old female with moderate savings, owns housing, no checking account, high debt-to-savings ratio, credit for radio/TV.",bad risk
45,male,3,own,little,little,8978,14,car,641.2857142857143,4489.0,"45-year-old male with moderate savings, owns housing, moderate checking account, high debt-to-savings ratio, credit for car.",good risk
25,male,2,own,,,999,24,radio/TV,41.625,999.0,"25-year-old male with no savings, owns housing, no checking account, very high debt-to-savings ratio, credit for radio/TV.",bad risk
32,male,2,own,,,2662,18,car,147.88888888888889,2662.0,"32-year-old male with no savings, owns housing, no checking account, very high debt-to-savings ratio, credit for car.",bad risk
37,female,2,rent,quite rich,,1402,12,furniture/equipment,116.83333333333333,1402.0,"37-year-old female with rich savings, rents housing, no checking account, high debt-to-savings ratio, credit for furniture/equipment.",good risk
36,male,3,free,,moderate,12169,48,car,253.52083333333334,12169.0,"36-year-old male with no savings, free housing, moderate checking account, very high debt-to-savings ratio, credit for car.",bad risk
28,male,2,own,little,moderate,3060,48,radio/TV,63.75,1530.0,"28-year-old male with moderate savings, owns housing, moderate checking account, high debt-to-savings ratio, credit for radio/TV.",good risk
34,male,1,own,little,little,11998,30,repairs,399.93333333333334,5999.0,"34-year-old male with moderate savings, owns housing, moderate checking account, high debt-to-savings ratio, credit for repairs.",bad risk
32,male,2,own,little,,2697,9,radio/TV,299.6666666666667,1348.5,"32-year-old male with moderate savings, owns housing, no checking account, high debt-to-savings ratio, credit for radio/TV.",bad risk
26,female,2,own,little,,2404,18,radio/TV,133.55555555555554,1202.0,"26-year-old female with moderate savings, owns housing, no checking account, high debt-to-savings ratio, credit for radio/TV.",good risk
49,male,1,own,,little,1262,12,furniture/equipment,105.16666666666667,1262.0,"49-year-old male with no savings, owns housing, little checking account, high debt-to-savings ratio, credit for furniture/equipment.",bad risk
32,female,2,own,little,,4611,6,furniture/equipment,768.5,2305.5,"32-year-old female with moderate savings, owns housing, no checking account, high debt-to-savings ratio, credit for furniture/equipment.",bad risk
29,male,3,rent,moderate,,1901,24,radio/TV,79.20833333333333,633.6666666666666,"29-year-old male with moderate savings, rents housing, no checking account, moderate debt-to-savings ratio, credit for radio/TV.",good risk
23,male,2,rent,rich,,3368,15,car,224.53333333333333,842.0,"Young male, renting, rich savings, no checking account, high debt-to-savings ratio, seeking car loan.",bad risk
50,male,2,own,little,,1574,12,furniture/equipment,131.16666666666666,787.0,"Mature male, owns home, little savings, no checking account, moderate debt-to-savings ratio, seeking furniture/equipment loan.",good risk
49,male,1,own,,rich,1445,18,radio/TV,80.27777777777777,1445.0,"Mature male, owns home, no savings, rich checking account, very high debt-to-savings ratio, seeking radio/TV loan.",bad risk
63,male,2,own,,,1520,15,furniture/equipment,101.33333333333333,1520.0,"Senior male, owns home, no savings, no checking account, very high debt-to-savings ratio, seeking furniture/equipment loan.",bad risk
37,male,2,own,moderate,moderate,3878,24,car,161.58333333333334,1292.6666666666667,"Middle-aged male, owns home, moderate savings, moderate checking account, moderate debt-to-savings ratio, seeking car loan.",good risk
35,female,1,own,little,little,10722,47,car,228.12765957446808,5361.0,"Young female, owns home, little savings, little checking account, very high debt-to-savings ratio, seeking car loan.",bad risk
26,male,2,own,little,little,4788,48,car,99.75,2394.0,"Young male, owns home, little savings, little checking account, high debt-to-savings ratio, seeking car loan.",bad risk
31,male,3,free,moderate,moderate,7582,48,vacation/others,157.95833333333334,2527.3333333333335,"Young male, free housing, moderate savings, moderate checking account, moderate debt-to-savings ratio, seeking vacation/others loan.",good risk
49,female,2,own,little,moderate,1092,12,radio/TV,91.0,546.0,"Mature female, owns home, little savings, moderate checking account, moderate debt-to-savings ratio, seeking radio/TV loan.",good risk
48,male,2,own,little,little,1024,24,radio/TV,42.666666666666664,512.0,"Mature male, owns home, little savings, little checking account, moderate debt-to-savings ratio, seeking radio/TV loan.",good risk
26,male,2,own,little,,1076,12,business,89.66666666666667,538.0,"Young male, owns home, little savings, no checking account, high debt-to-savings ratio, seeking business loan.",bad risk
28,male,3,rent,little,moderate,9398,36,car,261.05555555555554,4699.0,"Young male, renting, little savings, moderate checking account, high debt-to-savings ratio, seeking car loan.",bad risk
44,female,3,free,little,little,6419,24,car,267.4583333333333,3209.5,"Mature female, free housing, little savings, little checking account, moderate debt-to-savings ratio, seeking car loan.",good risk
56,male,2,free,little,rich,4796,42,car,114.19047619047619,2398.0,"Senior male, free housing, little savings, rich checking account, moderate debt-to-savings ratio, seeking car loan.",good risk
46,male,3,own,,,7629,48,business,158.9375,7629.0,"Mature male, owns home, no savings, no checking account, very high debt-to-savings ratio, seeking business loan.",bad risk
26,female,2,own,little,moderate,9960,48,furniture/equipment,207.5,4980.0,"Young female, owns home, little savings, moderate checking account, high debt-to-savings ratio, seeking furniture/equipment loan.",bad risk
20,female,2,rent,,,4675,12,car,389.5833333333333,4675.0,"Young female, renting, no savings, no checking account, very high debt-to-savings ratio, seeking car loan.",bad risk
45,male,1,own,,,1287,10,car,128.7,1287.0,"Mature male, owns home, no savings, no checking account, very high debt-to-savings ratio, seeking car loan.",bad risk
43,male,2,own,little,,2515,18,furniture/equipment,139.72222222222223,1257.5,"Mature male, owns home, little savings, no checking account, high debt-to-savings ratio, seeking furniture/equipment loan.",bad risk
32,male,2,own,rich,moderate,2745,21,furniture/equipment,130.71428571428572,686.25,"Young male, owns home, rich savings, moderate checking account, moderate debt-to-savings ratio, seeking furniture/equipment loan.",good risk
54,female,0,own,little,,672,6,car,112.0,336.0,"54-year-old female with little savings, owns housing, no checking account, high debt-to-savings ratio, moderate monthly payment.",bad risk
42,female,2,own,little,moderate,3804,36,radio/TV,105.66666666666667,1902.0,"42-year-old female with moderate checking account, owns housing, little savings, high debt-to-savings ratio, moderate monthly payment.",good risk
37,male,1,own,,rich,1344,24,car,56.0,1344.0,"37-year-old male with rich checking account, owns housing, no savings, moderate debt-to-savings ratio, low monthly payment.",good risk
49,male,2,own,little,little,1038,10,car,103.8,519.0,"49-year-old male with little savings, owns housing, little checking account, moderate debt-to-savings ratio, moderate monthly payment.",good risk
44,male,2,free,quite rich,,10127,48,car,210.97916666666666,10127.0,"44-year-old male with quite rich savings, free housing, no checking account, very high debt-to-savings ratio, moderate monthly payment.",bad risk
33,male,2,own,rich,,1543,6,furniture/equipment,257.1666666666667,385.75,"33-year-old male with rich savings, owns housing, no checking account, moderate debt-to-savings ratio, high monthly payment.",good risk
24,female,1,rent,,,4811,30,car,160.36666666666667,4811.0,"24-year-old female renting, no savings, no checking account, very high debt-to-savings ratio, moderate monthly payment.",bad risk
33,male,1,own,moderate,little,727,12,radio/TV,60.583333333333336,242.33333333333334,"33-year-old male with moderate savings, owns housing, little checking account, moderate debt-to-savings ratio, low monthly payment.",good risk
24,female,2,own,little,moderate,1237,8,furniture/equipment,154.625,618.5,"24-year-old female with little savings, owns housing, moderate checking account, moderate debt-to-savings ratio, moderate monthly payment.",good risk
22,male,1,rent,little,moderate,276,9,car,30.666666666666668,138.0,"22-year-old male renting, little savings, moderate checking account, moderate debt-to-savings ratio, low monthly payment.",good risk
40,male,0,free,,moderate,5381,48,vacation/others,112.10416666666667,5381.0,"40-year-old male with no savings, free housing, moderate checking account, very high debt-to-savings ratio, moderate monthly payment.",bad risk
25,male,2,own,moderate,,5511,24,furniture/equipment,229.625,1837.0,"25-year-old male with moderate savings, owns housing, no checking account, moderate debt-to-savings ratio, moderate monthly payment.",good risk
26,female,2,own,little,rich,3749,24,furniture/equipment,156.20833333333334,1874.5,"26-year-old female with little savings, owns housing, rich checking account, moderate debt-to-savings ratio, moderate monthly payment.",good risk
25,male,1,own,little,moderate,685,12,car,57.083333333333336,342.5,"25-year-old male with little savings, owns housing, moderate checking account, moderate debt-to-savings ratio, low monthly payment.",good risk
29,male,1,own,,rich,1494,4,car,373.5,1494.0,"29-year-old male with no savings, owns housing, rich checking account, very high debt-to-savings ratio, high monthly payment.",bad risk
31,male,2,own,little,little,2746,36,furniture/equipment,76.27777777777777,1373.0,"31-year-old male with little savings, owns housing, little checking account, moderate debt-to-savings ratio, low monthly payment.",good risk
38,male,1,own,little,little,708,12,furniture/equipment,59.0,354.0,"38-year-old male with little savings, owns housing, little checking account, moderate debt-to-savings ratio, low monthly payment.",good risk
48,female,1,own,,moderate,4351,24,furniture/equipment,181.29166666666666,4351.0,"48-year-old female with no savings, owns housing, moderate checking account, very high debt-to-savings ratio, moderate monthly payment.",bad risk
32,male,2,own,little,,701,12,education,58.416666666666664,350.5,"32-year-old male with little savings, owns housing, no checking account, moderate debt-to-savings ratio, low monthly payment.",good risk
27,female,1,own,little,little,3643,15,furniture/equipment,242.86666666666667,1821.5,"27-year-old female with little savings, owns housing, little checking account, moderate debt-to-savings ratio, moderate monthly payment.",good risk
28,male,3,own,little,moderate,4249,30,car,141.63333333333333,2124.5,"Age 28, male, job type 3, owns housing, little savings, moderate checking account, credit amount 4249, 30-month duration, car purpose, monthly payment 141.63, high debt-to-savings ratio 2124.5.",bad risk
32,male,2,own,little,little,1938,24,radio/TV,80.75,969.0,"Age 32, male, job type 2, owns housing, little savings, little checking account, credit amount 1938, 24-month duration, radio/TV purpose, monthly payment 80.75, high debt-to-savings ratio 969.0.",bad risk
34,male,3,free,little,little,2910,24,car,121.25,1455.0,"Age 34, male, job type 3, free housing, little savings, little checking account, credit amount 2910, 24-month duration, car purpose, monthly payment 121.25, high debt-to-savings ratio 1455.0.",bad risk
28,male,2,own,rich,little,2659,18,furniture/equipment,147.72222222222223,664.75,"Age 28, male, job type 2, owns housing, rich savings, little checking account, credit amount 2659, 18-month duration, furniture/equipment purpose, monthly payment 147.72, moderate debt-to-savings ratio 664.75.",good risk
36,female,2,own,little,,1028,18,car,57.111111111111114,514.0,"Age 36, female, job type 2, owns housing, little savings, no checking account, credit amount 1028, 18-month duration, car purpose, monthly payment 57.11, moderate debt-to-savings ratio 514.0.",good risk
39,male,1,own,little,little,3398,8,car,424.75,1699.0,"Age 39, male, job type 1, owns housing, little savings, little checking account, credit amount 3398, 8-month duration, car purpose, monthly payment 424.75, high debt-to-savings ratio 1699.0.",bad risk
49,male,2,rent,,,5801,12,furniture/equipment,483.4166666666667,5801.0,"Age 49, male, job type 2, rents housing, no savings, no checking account, credit amount 5801, 12-month duration, furniture/equipment purpose, monthly payment 483.42, very high debt-to-savings ratio 5801.0.",bad risk
34,female,2,own,rich,,1525,24,car,63.541666666666664,381.25,"Age 34, female, job type 2, owns housing, rich savings, no checking account, credit amount 1525, 24-month duration, car purpose, monthly payment 63.54, low debt-to-savings ratio 381.25.",good risk
31,male,2,own,little,rich,4473,36,radio/TV,124.25,2236.5,"Age 31, male, job type 2, owns housing, little savings, rich checking account, credit amount 4473, 36-month duration, radio/TV purpose, monthly payment 124.25, high debt-to-savings ratio 2236.5.",bad risk
28,male,2,own,little,moderate,1068,6,radio/TV,178.0,534.0,"Age 28, male, job type 2, owns housing, little savings, moderate checking account, credit amount 1068, 6-month duration, radio/TV purpose, monthly payment 178.0, high debt-to-savings ratio 534.0.",bad risk
75,male,3,free,little,little,6615,24,car,275.625,3307.5,"Age 75, male, job type 3, free housing, little savings, little checking account, credit amount 6615, 24-month duration, car purpose, monthly payment 275.63, high debt-to-savings ratio 3307.5.",bad risk
30,female,2,own,moderate,,1864,18,education,103.55555555555556,621.3333333333334,"Age 30, female, job type 2, owns housing, moderate savings, no checking account, credit amount 1864, 18-month duration, education purpose, monthly payment 103.56, moderate debt-to-savings ratio 621.33.",good risk
24,female,3,own,moderate,moderate,7408,60,car,123.46666666666667,2469.3333333333335,"Age 24, female, job type 3, owns housing, moderate savings, moderate checking account, credit amount 7408, 60-month duration, car purpose, monthly payment 123.47, moderate debt-to-savings ratio 2469.33.",good risk
24,female,1,rent,moderate,,11590,48,car,241.45833333333334,3863.3333333333335,"Age 24, female, job type 1, rents housing, moderate savings, no checking account, credit amount 11590, 48-month duration, car purpose, monthly payment 241.46, high debt-to-savings ratio 3863.33.",bad risk
23,male,2,rent,little,little,4110,24,furniture/equipment,171.25,2055.0,"Age 23, male, job type 2, rents housing, little savings, little checking account, credit amount 4110, 24-month duration, furniture/equipment purpose, monthly payment 171.25, high debt-to-savings ratio 2055.0.",bad risk
44,male,3,rent,little,little,3384,6,furniture/equipment,564.0,1692.0,"Age 44, male, job type 3, rents housing, little savings, little checking account, credit amount 3384, 6-month duration, furniture/equipment purpose, monthly payment 564.0, high debt-to-savings ratio 1692.0.",bad risk
23,female,1,own,little,moderate,2101,13,radio/TV,161.6153846153846,1050.5,"Age 23, female, job type 1, owns housing, little savings, moderate checking account, credit amount 2101, 13-month duration, radio/TV purpose, monthly payment 161.62, moderate debt-to-savings ratio 1050.5.",good risk
24,female,2,rent,,little,1275,15,domestic appliances,85.0,1275.0,"Age 24, female, job type 2, rents housing, no savings, little checking account, credit amount 1275, 15-month duration, domestic appliances purpose, monthly payment 85.0, very high debt-to-savings ratio 1275.0.",bad risk
28,male,2,own,little,little,4169,24,furniture/equipment,173.70833333333334,2084.5,"Age 28, male, job type 2, owns housing, little savings, little checking account, credit amount 4169, 24-month duration, furniture/equipment purpose, monthly payment 173.71, high debt-to-savings ratio 2084.5.",bad risk
31,male,1,own,little,moderate,1521,10,furniture/equipment,152.1,760.5,"Age 31, male, job type 1, owns housing, little savings, moderate checking account, credit amount 1521, 10-month duration, furniture/equipment purpose, monthly payment 152.1, moderate debt-to-savings ratio 760.5.",good risk
24,female,2,free,little,moderate,5743,24,education,239.29166666666666,2871.5,"Age 24, female, job 2, housing free, little savings, moderate checking, credit 5743, 24 months, education, monthly payment 239.29, high debt to savings ratio.",bad risk
26,female,1,rent,little,little,3599,21,furniture/equipment,171.38095238095238,1799.5,"Age 26, female, job 1, renting, little savings, little checking, credit 3599, 21 months, furniture/equipment, monthly payment 171.38, high debt to savings ratio.",bad risk
25,male,2,rent,quite rich,moderate,3213,18,radio/TV,178.5,3213.0,"Age 25, male, job 2, renting, rich savings, moderate checking, credit 3213, 18 months, radio/TV, monthly payment 178.5, high debt to savings ratio.",good risk
33,male,3,own,little,moderate,4439,18,business,246.61111111111111,2219.5,"Age 33, male, job 3, owns home, little savings, moderate checking, credit 4439, 18 months, business, monthly payment 246.61, high debt to savings ratio.",good risk
37,male,1,own,little,rich,3949,10,car,394.9,1974.5,"Age 37, male, job 1, owns home, little savings, rich checking, credit 3949, 10 months, car, monthly payment 394.9, high debt to savings ratio.",good risk
43,female,1,own,little,,1459,15,radio/TV,97.26666666666667,729.5,"Age 43, female, job 1, owns home, little savings, no checking, credit 1459, 15 months, radio/TV, monthly payment 97.27, high debt to savings ratio.",bad risk
23,male,2,own,little,moderate,882,13,radio/TV,67.84615384615384,441.0,"Age 23, male, owns home, little savings, moderate checking, credit 882, 13 months, radio/TV, monthly payment 67.85, high debt to savings ratio.",good risk
23,female,0,rent,quite rich,moderate,3758,24,radio/TV,156.58333333333334,3758.0,"Age 23, female, job 0, renting, rich savings, moderate checking, credit 3758, 24 months, radio/TV, monthly payment 156.58, high debt to savings ratio.",bad risk
34,male,1,own,moderate,,1743,6,business,290.5,581.0,"Age 34, male, job 1, owns home, moderate savings, no checking, credit 1743, 6 months, business, monthly payment 290.5, high debt to savings ratio.",good risk
32,male,2,free,rich,moderate,1136,9,education,126.22222222222223,284.0,"Age 32, male, job 2, housing free, rich savings, moderate checking, credit 1136, 9 months, education, monthly payment 126.22, high debt to savings ratio.",good risk
23,female,2,rent,little,,1236,9,domestic appliances,137.33333333333334,618.0,"Age 23, female, job 2, renting, little savings, no checking, credit 1236, 9 months, domestic appliances, monthly payment 137.33, high debt to savings ratio.",bad risk
29,female,2,own,little,moderate,959,9,furniture/equipment,106.55555555555556,479.5,"Age 29, female, job 2, owns home, little savings, moderate checking, credit 959, 9 months, furniture/equipment, monthly payment 106.56, high debt to savings ratio.",good risk
38,male,3,own,,,3229,18,car,179.38888888888889,3229.0,"Age 38, male, job 3, owns home, no savings, no checking, credit 3229, 18 months, car, monthly payment 179.39, high debt to savings ratio.",bad risk
28,male,2,rent,little,little,6199,12,radio/TV,516.5833333333334,3099.5,"Age 28, male, job 2, renting, little savings, little checking, credit 6199, 12 months, radio/TV, monthly payment 516.58, high debt to savings ratio.",bad risk
46,male,2,free,quite rich,,727,10,education,72.7,727.0,"Age 46, male, job 2, housing free, rich savings, no checking, credit 727, 10 months, education, monthly payment 72.7, high debt to savings ratio.",good risk
23,male,1,own,little,moderate,1246,24,car,51.916666666666664,623.0,"Age 23, male, job 1, owns home, little savings, moderate checking, credit 1246, 24 months, car, monthly payment 51.92, high debt to savings ratio.",good risk
49,male,2,own,,,2331,12,radio/TV,194.25,2331.0,"Age 49, male, job 2, owns home, no savings, no checking, credit 2331, 12 months, radio/TV, monthly payment 194.25, high debt to savings ratio.",bad risk
26,male,3,own,little,,4463,36,radio/TV,123.97222222222223,2231.5,"Age 26, male, job 3, owns home, little savings, no checking, credit 4463, 36 months, radio/TV, monthly payment 123.97, high debt to savings ratio.",good risk
28,male,2,own,little,,776,12,radio/TV,64.66666666666667,388.0,"Age 28, male, job 2, owns home, little savings, no checking, credit 776, 12 months, radio/TV, monthly payment 64.67, high debt to savings ratio.",good risk
23,female,2,rent,little,little,2406,30,furniture/equipment,80.2,1203.0,"Age 23, female, job 2, renting, little savings, little checking, credit 2406, 30 months, furniture/equipment, monthly payment 80.2, high debt to savings ratio.",bad risk
61,male,2,free,,moderate,1239,18,education,68.83333333333333,1239.0,"61-year-old male with no savings, moderate checking account, high debt-to-savings ratio, seeking education loan.",bad risk
37,male,3,own,,rich,3399,12,radio/TV,283.25,3399.0,"37-year-old male homeowner with rich checking account, high debt-to-savings ratio, seeking radio/TV loan.",bad risk
36,female,2,own,little,rich,2247,12,car,187.25,1123.5,"36-year-old female homeowner with little savings, rich checking account, moderate debt-to-savings ratio, seeking car loan.",good risk
21,male,2,rent,little,,1766,6,furniture/equipment,294.3333333333333,883.0,"21-year-old male renter with little savings, no checking account, high debt-to-savings ratio, seeking furniture/equipment loan.",bad risk
25,male,0,own,little,little,2473,18,furniture/equipment,137.38888888888889,1236.5,"25-year-old male unemployed with little savings, little checking account, high debt-to-savings ratio, seeking furniture/equipment loan.",bad risk
36,male,2,own,little,,1542,12,business,128.5,771.0,"36-year-old male homeowner with little savings, no checking account, moderate debt-to-savings ratio, seeking business loan.",bad risk
27,male,2,own,little,,3850,18,car,213.88888888888889,1925.0,"27-year-old male homeowner with little savings, no checking account, high debt-to-savings ratio, seeking car loan.",bad risk
22,female,2,rent,little,little,3650,18,furniture/equipment,202.77777777777777,1825.0,"22-year-old female renter with little savings, little checking account, high debt-to-savings ratio, seeking furniture/equipment loan.",bad risk
42,male,2,own,little,little,3446,36,furniture/equipment,95.72222222222223,1723.0,"42-year-old male homeowner with little savings, little checking account, moderate debt-to-savings ratio, seeking furniture/equipment loan.",good risk
40,female,2,rent,little,moderate,3001,18,furniture/equipment,166.72222222222223,1500.5,"40-year-old female renter with little savings, moderate checking account, moderate debt-to-savings ratio, seeking furniture/equipment loan.",good risk
36,male,2,own,,,3079,36,car,85.52777777777777,3079.0,"36-year-old male homeowner with no savings, no checking account, high debt-to-savings ratio, seeking car loan.",bad risk
33,male,2,own,little,,6070,18,radio/TV,337.22222222222223,3035.0,"33-year-old male homeowner with little savings, no checking account, high debt-to-savings ratio, seeking radio/TV loan.",bad risk
23,female,2,rent,little,,2146,10,furniture/equipment,214.6,1073.0,"23-year-old female renter with little savings, no checking account, moderate debt-to-savings ratio, seeking furniture/equipment loan.",good risk
63,male,3,free,,,13756,60,car,229.26666666666668,13756.0,"63-year-old male with no savings, no checking account, high debt-to-savings ratio, seeking car loan.",bad risk
60,female,3,free,moderate,moderate,14782,60,vacation/others,246.36666666666667,4927.333333333333,"60-year-old female with moderate savings, moderate checking account, moderate debt-to-savings ratio, seeking vacation/others loan.",good risk
37,female,2,rent,little,little,7685,48,business,160.10416666666666,3842.5,"37-year-old female renter with little savings, little checking account, high debt-to-savings ratio, seeking business loan.",bad risk
34,male,2,own,little,,2320,18,radio/TV,128.88888888888889,1160.0,"34-year-old male homeowner with little savings, no checking account, moderate debt-to-savings ratio, seeking radio/TV loan.",good risk
36,male,2,free,,,846,7,radio/TV,120.85714285714286,846.0,"36-year-old male with no savings, no checking account, high debt-to-savings ratio, seeking radio/TV loan.",bad risk
57,male,3,free,little,moderate,14318,36,car,397.72222222222223,7159.0,"57-year-old male with little savings, moderate checking account, moderate debt-to-savings ratio, seeking car loan.",good risk
52,female,1,own,moderate,,362,6,car,60.333333333333336,120.66666666666667,"52-year-old female with moderate savings, no checking account, moderate debt-to-savings ratio, seeking car loan.",good risk
39,male,2,own,,little,2212,20,furniture/equipment,110.6,2212.0,"39-year-old male with a stable job, owns housing, low savings, little checking account, high debt-to-savings ratio, repaying furniture/equipment loan.",bad risk
38,female,3,free,little,moderate,12976,18,car,720.8888888888889,6488.0,"38-year-old female with a stable job, free housing, little savings, moderate checking account, high debt-to-savings ratio, repaying car loan.",bad risk
25,female,2,rent,,,1283,22,car,58.31818181818182,1283.0,"25-year-old female with a stable job, rents housing, no savings, no checking account, high debt-to-savings ratio, repaying car loan.",bad risk
26,male,2,own,little,rich,1330,12,car,110.83333333333333,665.0,"26-year-old male with a stable job, owns housing, little savings, rich checking account, moderate debt-to-savings ratio, repaying car loan.",good risk
26,male,1,own,moderate,,4272,30,business,142.4,1424.0,"26-year-old male with a stable job, owns housing, moderate savings, no checking account, high debt-to-savings ratio, repaying business loan.",bad risk
25,female,2,own,little,,2238,18,radio/TV,124.33333333333333,1119.0,"25-year-old female with a stable job, owns housing, little savings, no checking account, high debt-to-savings ratio, repaying radio/TV loan.",bad risk
21,female,2,rent,,,1126,18,radio/TV,62.55555555555556,1126.0,"21-year-old female with a stable job, rents housing, no savings, no checking account, high debt-to-savings ratio, repaying radio/TV loan.",bad risk
40,male,3,own,little,moderate,7374,18,furniture/equipment,409.6666666666667,3687.0,"40-year-old male with a stable job, owns housing, little savings, moderate checking account, moderate debt-to-savings ratio, repaying furniture/equipment loan.",good risk
27,male,2,own,quite rich,moderate,2326,15,business,155.06666666666666,2326.0,"27-year-old male with a stable job, owns housing, quite rich savings, moderate checking account, high debt-to-savings ratio, repaying business loan.",good risk
27,female,2,own,little,,1449,9,business,161.0,724.5,"27-year-old female with a stable job, owns housing, little savings, no checking account, high debt-to-savings ratio, repaying business loan.",bad risk
30,male,3,own,little,,1820,18,car,101.11111111111111,910.0,"30-year-old male with a stable job, owns housing, little savings, no checking account, moderate debt-to-savings ratio, repaying car loan.",good risk
19,female,1,rent,rich,moderate,983,12,furniture/equipment,81.91666666666667,245.75,"19-year-old female with a stable job, rents housing, rich savings, moderate checking account, low debt-to-savings ratio, repaying furniture/equipment loan.",good risk
39,male,3,free,little,little,3249,36,car,90.25,1624.5,"39-year-old male with a stable job, free housing, little savings, little checking account, high debt-to-savings ratio, repaying car loan.",bad risk
31,female,2,own,little,little,1957,6,radio/TV,326.1666666666667,978.5,"31-year-old female with a stable job, owns housing, little savings, little checking account, high debt-to-savings ratio, repaying radio/TV loan.",bad risk
31,male,3,own,little,,2406,9,furniture/equipment,267.3333333333333,1203.0,"31-year-old male with a stable job, owns housing, little savings, no checking account, high debt-to-savings ratio, repaying furniture/equipment loan.",bad risk
32,male,2,rent,moderate,moderate,11760,39,education,301.53846153846155,3920.0,"32-year-old male with a stable job, rents housing, moderate savings, moderate checking account, high debt-to-savings ratio, repaying education loan.",bad risk
55,female,3,free,little,little,2578,12,furniture/equipment,214.83333333333334,1289.0,"55-year-old female with a stable job, free housing, little savings, little checking account, moderate debt-to-savings ratio, repaying furniture/equipment loan.",good risk
46,male,2,own,little,little,2348,36,furniture/equipment,65.22222222222223,1174.0,"46-year-old male with a stable job, owns housing, little savings, little checking account, moderate debt-to-savings ratio, repaying furniture/equipment loan.",good risk
46,male,2,rent,little,moderate,1223,12,car,101.91666666666667,611.5,"46-year-old male with a stable job, rents housing, little savings, moderate checking account, moderate debt-to-savings ratio, repaying car loan.",good risk
43,female,1,own,rich,,1516,24,radio/TV,63.166666666666664,379.0,"43-year-old female with a stable job, owns housing, rich savings, no checking account, low debt-to-savings ratio, repaying radio/TV loan.",good risk
39,male,2,own,little,,1473,18,radio/TV,81.83333333333333,736.5,"Age 39, male, job type 2, owns housing, little savings, no checking account, credit amount 1473, 18 months duration, monthly payment 81.83, high debt to savings ratio 736.5.",bad risk
28,male,2,own,,moderate,1887,18,business,104.83333333333333,1887.0,"Age 28, male, job type 2, owns housing, no savings, moderate checking account, credit amount 1887, 18 months duration, monthly payment 104.83, very high debt to savings ratio 1887.0.",bad risk
