Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,monthly_payment,debt_to_savings_ratio,description,target
25,male,1,own,little,moderate,866,18,radio/TV,48.111111111111114,433.0,"Young unskilled homeowner with moderate checking. Small radio/TV loan over 18 months, resulting in a very low monthly payment and a manageable debt-to-savings ratio.",good risk
42,male,1,own,little,no info,1544,4,radio/TV,386.0,772.0,"Unskilled homeowner with limited savings and no checking info. Small radio/TV loan over 4 months, leading to an extremely high monthly payment and debt-to-savings ratio.",bad risk
30,male,3,own,little,little,1823,24,radio/TV,75.95833333333333,911.5,"Highly qualified manager, owns home with limited savings/checking. Small radio/TV loan over 24 months. Monthly payment is low, but debt-to-savings ratio is high.",bad risk
23,male,0,own,no info,moderate,14555,6,car,2425.8333333333335,14555.0,"Very young unemployed individual owning home with moderate checking. Extremely large, short-term car loan resulting in an unsustainable monthly payment and astronomical D/S ratio.",bad risk
61,male,1,rent,moderate,moderate,2767,21,business,131.76190476190476,922.3333333333334,"Older, unskilled renter with moderate savings and checking. Moderate business loan over 21 months. Manageable monthly payment and reasonable debt-to-savings ratio.",good risk
35,female,2,own,little,no info,1291,12,radio/TV,107.58333333333333,645.5,Skilled homeowner with limited savings and no checking info. Small radio/TV loan over 12 months. Manageable monthly payment and a fair debt-to-savings ratio.,good risk
39,male,2,own,little,little,2522,30,radio/TV,84.06666666666666,1261.0,"Skilled homeowner with limited savings/checking. Moderate radio/TV loan over 30 months. Low monthly payment, but a high debt-to-savings ratio.",bad risk
29,female,2,own,no info,little,915,24,car,38.125,915.0,"Young skilled homeowner with limited checking and no savings info. Small car loan over 24 months, leading to a very low monthly payment but high debt-to-savings ratio.",good risk
51,male,2,own,little,no info,1595,6,radio/TV,265.8333333333333,797.5,"Skilled homeowner with limited savings and no checking info. Moderate radio/TV loan over 6 months, resulting in a high monthly payment and debt-to-savings ratio.",bad risk
24,male,2,free,little,little,4605,48,car,95.9375,2302.5,"Young skilled individual with free housing but limited savings/checking. Large car loan over 48 months. Low monthly payment, but a very high debt-to-savings ratio.",bad risk
27,female,2,own,little,no info,1185,12,business,98.75,592.5,Young skilled homeowner with limited savings and no checking info. Small business loan over 12 months. Manageable monthly payment and a fair debt-to-savings ratio.,good risk
35,female,1,own,quite rich,no info,3447,12,education,287.25,3447.0,"Unskilled homeowner with quite rich savings. Moderate education loan over 12 months, resulting in a high monthly payment. Strong savings substantially mitigate high D/S.",good risk
25,male,2,own,little,no info,1258,24,business,52.416666666666664,629.0,Young skilled homeowner with limited savings and no checking info. Small business loan over 24 months. Very low monthly payment and a fair debt-to-savings ratio.,good risk
52,male,2,own,little,no info,717,12,radio/TV,59.75,358.5,Skilled homeowner with limited savings and no checking info. Very small radio/TV loan over 12 months. Low monthly payment and manageable debt-to-savings ratio.,good risk
35,male,2,rent,moderate,no info,1204,6,car,200.66666666666666,401.3333333333333,"Skilled renter with moderate savings and no checking info. Small car loan over 6 months, resulting in a high monthly payment. Manageable debt-to-savings ratio.",good risk
26,male,2,own,little,rich,1925,24,furniture/equipment,80.20833333333333,962.5,"Young skilled homeowner with rich checking. Moderate credit for furniture over 24 months. Low monthly payment. High debt-to-savings ratio, but strong checking offers liquidity.",good risk
22,female,2,rent,little,no info,433,18,radio/TV,24.055555555555557,216.5,Very young skilled renter with limited savings and no checking info. Very small radio/TV loan over 18 months. Extremely low monthly payment and a very good debt-to-savings ratio.,good risk
39,female,1,own,rich,little,666,6,car,111.0,166.5,"Unskilled homeowner with rich savings. Very small car loan over 6 months, resulting in an excellent debt-to-savings ratio and manageable monthly payment.",good risk
46,female,1,own,little,rich,2251,12,furniture/equipment,187.58333333333334,1125.5,"Unskilled homeowner with rich checking. Moderate furniture loan over 12 months, resulting in a higher monthly payment. High debt-to-savings ratio, but rich checking provides liquidity.",good risk
24,female,2,own,little,moderate,2150,30,car,71.66666666666667,1075.0,"Young skilled homeowner with moderate checking. Moderate car loan over 30 months. Low monthly payment. High debt-to-savings ratio, but moderate checking offers some liquidity.",good risk
35,male,2,own,moderate,no info,4151,24,furniture/equipment,172.95833333333334,1383.6666666666667,Skilled homeowner with moderate savings. Large furniture loan over 24 months. Manageable monthly payment and a reasonable debt-to-savings ratio.,good risk
24,male,2,own,no info,moderate,2030,9,furniture/equipment,225.55555555555554,2030.0,"Young skilled homeowner with moderate checking and no savings info. Moderate furniture loan over 9 months, resulting in a high monthly payment and high debt-to-savings ratio.",bad risk
27,male,1,own,no info,moderate,7418,60,radio/TV,123.63333333333334,7418.0,"Young unskilled homeowner with moderate checking and no savings info. Very large radio/TV loan over 60 months. Low monthly payment, but an extremely high debt-to-savings ratio.",bad risk
35,male,1,own,little,no info,2684,24,radio/TV,111.83333333333333,1342.0,"Unskilled homeowner with limited savings and no checking info. Moderate radio/TV loan over 24 months, resulting in a high debt-to-savings ratio.",bad risk
29,male,2,free,little,little,2149,12,radio/TV,179.08333333333334,1074.5,"Young skilled individual with free housing but limited savings/checking. Moderate radio/TV loan over 12 months, resulting in a high monthly payment and high debt-to-savings ratio.",bad risk
23,female,2,own,moderate,no info,3812,15,car,254.13333333333333,1270.6666666666667,"Very young skilled homeowner with moderate savings. Large car loan over 15 months, resulting in a high monthly payment. Reasonable debt-to-savings ratio.",good risk
57,female,1,own,moderate,no info,1154,11,radio/TV,104.9090909090909,384.6666666666667,Older unskilled homeowner with moderate savings. Small radio/TV loan over 11 months. Manageable monthly payment and a good debt-to-savings ratio.,good risk
27,male,2,own,little,little,1657,12,furniture/equipment,138.08333333333334,828.5,"Young skilled homeowner with limited savings/checking. Moderate furniture loan over 12 months, resulting in a high monthly payment and high debt-to-savings ratio.",bad risk
55,female,2,own,little,little,1603,24,radio/TV,66.79166666666667,801.5,"Skilled homeowner with limited savings/checking. Moderate radio/TV loan over 24 months. Low monthly payment, but a high debt-to-savings ratio.",bad risk
36,male,3,free,little,little,5302,18,car,294.55555555555554,2651.0,"Highly qualified individual with free housing but limited savings/checking. Large car loan over 18 months, resulting in a very high monthly payment and very high D/S.",bad risk
57,female,1,free,little,no info,2748,12,education,229.0,1374.0,"Older unskilled individual with free housing but limited savings and no checking info. Moderate education loan over 12 months, resulting in a high monthly payment and high D/S.",bad risk
32,male,1,own,little,no info,1231,10,car,123.1,615.5,Unskilled homeowner with limited savings and no checking info. Small car loan over 10 months. Manageable monthly payment and a fair debt-to-savings ratio.,good risk
37,male,2,own,little,moderate,802,15,radio/TV,53.46666666666667,401.0,Skilled homeowner with moderate checking. Very small radio/TV loan over 15 months. Very low monthly payment and a good debt-to-savings ratio.,good risk
36,male,2,own,no info,no info,6304,36,business,175.11111111111111,6304.0,"Skilled homeowner with no savings or checking info. Large business loan over 36 months, resulting in an extremely high debt-to-savings ratio.",bad risk
38,female,2,own,little,no info,1533,24,radio/TV,63.875,766.5,"Skilled homeowner with limited savings and no checking info. Small radio/TV loan over 24 months. Low monthly payment, but a high debt-to-savings ratio.",bad risk
45,male,3,own,little,little,8978,14,car,641.2857142857143,4489.0,"Highly qualified manager, owns home but has very limited savings/checking. Very large car loan over 14 months, leading to an extremely high monthly payment and D/S ratio.",bad risk
25,male,2,own,no info,no info,999,24,radio/TV,41.625,999.0,"Young skilled homeowner with no savings/checking info. Very small radio/TV loan over 24 months. Very low monthly payment, but high debt-to-savings ratio.",good risk
32,male,2,own,no info,no info,2662,18,car,147.88888888888889,2662.0,"Skilled homeowner with no savings/checking info. Moderate car loan over 18 months, resulting in a high monthly payment and very high debt-to-savings ratio.",bad risk
37,female,2,rent,quite rich,no info,1402,12,furniture/equipment,116.83333333333333,1402.0,Skilled renter with quite rich savings. Small furniture loan over 12 months. Manageable monthly payment. Strong savings mitigate the high debt-to-savings ratio.,good risk
36,male,3,free,no info,moderate,12169,48,car,253.52083333333334,12169.0,"Highly qualified individual with free housing, moderate checking, but no savings info. Extremely large car loan over 48 months. Astronomical debt-to-savings ratio.",bad risk
28,male,2,own,little,moderate,3060,48,radio/TV,63.75,1530.0,"Young skilled homeowner with moderate checking. Moderate radio/TV loan over 48 months. Very low monthly payment. High debt-to-savings ratio, but moderate checking offers liquidity.",good risk
34,male,1,own,little,little,11998,30,repairs,399.93333333333334,5999.0,"Unskilled homeowner with limited savings/checking. Extremely large repairs loan over 30 months, resulting in a very high monthly payment and extremely high D/S.",bad risk
32,male,2,own,little,no info,2697,9,radio/TV,299.6666666666667,1348.5,"Skilled homeowner with limited savings and no checking info. Moderate radio/TV loan over 9 months, resulting in a very high monthly payment and high debt-to-savings ratio.",bad risk
26,female,2,own,little,no info,2404,18,radio/TV,133.55555555555554,1202.0,"Young skilled homeowner with limited savings and no checking info. Moderate radio/TV loan over 18 months, resulting in a higher monthly payment and high debt-to-savings ratio.",bad risk
49,male,1,own,no info,little,1262,12,furniture/equipment,105.16666666666667,1262.0,"Unskilled homeowner with limited checking and no savings info. Small furniture loan over 12 months. Manageable monthly payment, but high debt-to-savings ratio.",bad risk
32,female,2,own,little,no info,4611,6,furniture/equipment,768.5,2305.5,"Skilled homeowner with limited savings and no checking info. Large furniture loan over 6 months, resulting in an extremely high monthly payment and very high D/S ratio.",bad risk
29,male,3,rent,moderate,no info,1901,24,radio/TV,79.20833333333333,633.6666666666666,"Young, highly qualified renter with moderate savings. Moderate radio/TV loan over 24 months. Low monthly payment and a reasonable debt-to-savings ratio.",good risk
23,male,2,rent,rich,no info,3368,15,car,224.53333333333333,842.0,Young salaried client renting with rich savings. Seeking moderate car credit for 15 months; rich savings provide a strong financial buffer despite a moderate debt-to-savings ratio.,good risk
50,male,2,own,little,no info,1574,12,furniture/equipment,131.16666666666666,787.0,Mature homeowner with stable job seeking modest credit. Limited savings combined with a high debt-to-savings ratio (787.0) indicate financial vulnerability.,bad risk
49,male,1,own,no info,rich,1445,18,radio/TV,80.27777777777777,1445.0,Unskilled middle-aged homeowner. Has rich checking but unknown savings. Critically high debt-to-savings ratio (1445.0) for a modest loan presents significant risk.,bad risk
63,male,2,own,no info,no info,1520,15,furniture/equipment,101.33333333333333,1520.0,Older homeowner with stable job. Lacks all savings/checking info. Extremely high debt-to-savings ratio (1520.0) for modest credit is a major red flag.,bad risk
37,male,2,own,moderate,moderate,3878,24,car,161.58333333333334,1292.6666666666667,Stable homeowner with moderate savings/checking. High credit amount for a car and a very high debt-to-savings ratio (1292.67) indicate potential repayment strain.,bad risk
35,female,1,own,little,little,10722,47,car,228.12765957446808,5361.0,"Unskilled homeowner with very limited savings seeking large, long-term car credit. The astronomical debt-to-savings ratio (5361.0) is a critical concern.",bad risk
26,male,2,own,little,little,4788,48,car,99.75,2394.0,Young stable homeowner with little savings seeking long-term car credit. Limited liquidity and a very high debt-to-savings ratio (2394.0) pose significant risk.,bad risk
31,male,3,free,moderate,moderate,7582,48,vacation/others,157.95833333333334,2527.3333333333335,"Skilled professional with no housing costs and moderate savings. Seeking substantial, long-term vacation credit, presenting an extremely high debt-to-savings ratio (2527.33).",bad risk
49,female,2,own,little,moderate,1092,12,radio/TV,91.0,546.0,"Stable middle-aged homeowner with moderate checking and little savings. Seeking very low, short-term credit; despite high D/S, the minimal absolute debt reduces risk.",good risk
48,male,2,own,little,little,1024,24,radio/TV,42.666666666666664,512.0,Stable middle-aged homeowner with limited savings. Seeking very low credit over a moderate term; minimal absolute debt mitigates high relative D/S (512.0).,good risk
26,male,2,own,little,no info,1076,12,business,89.66666666666667,538.0,"Young stable homeowner seeking low business credit. Very limited savings and no checking info lead to a high debt-to-savings ratio (538.0), indicating elevated risk.",bad risk
28,male,3,rent,little,moderate,9398,36,car,261.05555555555554,4699.0,"Young skilled renter seeking large, long-term car credit. Very limited savings and an extremely high debt-to-savings ratio (4699.0) are major red flags.",bad risk
44,female,3,free,little,little,6419,24,car,267.4583333333333,3209.5,"Skilled professional with no housing costs, but very limited savings. Seeking high car credit, resulting in an extremely high debt-to-savings ratio (3209.5).",bad risk
56,male,2,free,little,rich,4796,42,car,114.19047619047619,2398.0,"Older client with stable job and rich checking but little savings. Seeking moderate, very long-term car credit, presenting an extremely high debt-to-savings ratio (2398.0).",bad risk
46,male,3,own,no info,no info,7629,48,business,158.9375,7629.0,"Skilled homeowner seeking substantial, long-term business credit. Lacks all savings/checking info, resulting in an astronomical debt-to-savings ratio (7629.0).",bad risk
26,female,2,own,little,moderate,9960,48,furniture/equipment,207.5,4980.0,"Young stable homeowner with little savings seeking very large, long-term credit. Very limited liquidity and an extremely high debt-to-savings ratio (4980.0) are severe risks.",bad risk
20,female,2,rent,no info,no info,4675,12,car,389.5833333333333,4675.0,"Very young stable renter seeking moderate credit. Critical concerns include no financial visibility, very high monthly payment, and extremely high debt-to-savings ratio (4675.0).",bad risk
45,male,1,own,no info,no info,1287,10,car,128.7,1287.0,"Unskilled middle-aged homeowner seeking low credit. Lacks all savings/checking info, resulting in a very high debt-to-savings ratio (1287.0) despite short term.",bad risk
43,male,2,own,little,no info,2515,18,furniture/equipment,139.72222222222223,1257.5,"Stable middle-aged homeowner seeking moderate credit. Little savings and no checking info lead to a very high debt-to-savings ratio (1257.5), raising concerns.",bad risk
32,male,2,own,rich,moderate,2745,21,furniture/equipment,130.71428571428572,686.25,Stable homeowner with rich savings and moderate checking. Seeking moderate credit; rich savings provide a strong financial buffer despite the D/S ratio (686.25).,good risk
54,female,0,own,little,no info,672,6,car,112.0,336.0,"Unemployed homeowner with little savings seeking minimal credit. Lack of income source (Job=0) is a critical risk, despite the low credit amount and D/S (336.0).",bad risk
42,female,2,own,little,moderate,3804,36,radio/TV,105.66666666666667,1902.0,"Stable middle-aged homeowner seeking moderate, long-term credit. Limited savings combined with a very high debt-to-savings ratio (1902.0) pose significant risk.",bad risk
37,male,1,own,no info,rich,1344,24,car,56.0,1344.0,"Unskilled middle-aged homeowner. Rich checking, but unknown savings. Very high debt-to-savings ratio (1344.0) for modest car credit is concerning given job status.",bad risk
49,male,2,own,little,little,1038,10,car,103.8,519.0,"Stable middle-aged homeowner with little savings seeking very low, short-term car credit. Limited savings present a high D/S, but minimal overall debt reduces risk.",good risk
44,male,2,free,quite rich,no info,10127,48,car,210.97916666666666,10127.0,"Stable client with ""quite rich"" savings seeking a substantial, long-term car loan. Strong savings are a key mitigant, despite an exceptionally high reported D/S (10127.0).",good risk
33,male,2,own,rich,no info,1543,6,furniture/equipment,257.1666666666667,385.75,Stable homeowner with rich savings seeking low credit for short term. High monthly payment but strong savings buffer and low D/S ratio (385.75) are positive.,good risk
24,female,1,rent,no info,no info,4811,30,car,160.36666666666667,4811.0,"Young unskilled renter seeking moderate, long-term car credit. Complete lack of savings/checking info and extremely high debt-to-savings ratio (4811.0) are critical.",bad risk
33,male,1,own,moderate,little,727,12,radio/TV,60.583333333333336,242.33333333333334,"Unskilled homeowner with moderate savings seeking very low, short-term credit. Despite job status, the minimal credit amount and low D/S (242.33) reduce risk.",good risk
24,female,2,own,little,moderate,1237,8,furniture/equipment,154.625,618.5,"Young stable homeowner with limited savings seeking low, short-term credit. High monthly payment and a high debt-to-savings ratio (618.5) indicate strain.",bad risk
22,male,1,rent,little,moderate,276,9,car,30.666666666666668,138.0,"Very young unskilled renter seeking extremely low, short-term car credit. Despite job and limited savings, the minimal credit amount and D/S (138.0) minimize risk.",good risk
40,male,0,free,no info,moderate,5381,48,vacation/others,112.10416666666667,5381.0,"Unemployed individual with no housing costs, moderate checking but no savings info. Seeking moderate, long-term vacation credit, presenting extreme risk due to job and D/S (5381.0).",bad risk
25,male,2,own,moderate,no info,5511,24,furniture/equipment,229.625,1837.0,Young stable homeowner with moderate savings seeking moderate-high credit. The very high debt-to-savings ratio (1837.0) raises significant concern despite job and homeownership.,bad risk
26,female,2,own,little,rich,3749,24,furniture/equipment,156.20833333333334,1874.5,Young stable homeowner with rich checking but little savings. Seeking moderate credit; the very high debt-to-savings ratio (1874.5) is a significant concern.,bad risk
25,male,1,own,little,moderate,685,12,car,57.083333333333336,342.5,"Young unskilled homeowner seeking very low, short-term car credit. Despite job and limited savings, the minimal credit amount and low D/S (342.5) make it manageable.",good risk
29,male,1,own,no info,rich,1494,4,car,373.5,1494.0,"Young unskilled homeowner seeking low credit over a very short term, with high monthly payments. No savings info and high D/S (1494.0) are critical concerns.",bad risk
31,male,2,own,little,little,2746,36,furniture/equipment,76.27777777777777,1373.0,"Stable homeowner with little savings seeking moderate, long-term credit. The very high debt-to-savings ratio (1373.0) is a significant concern.",bad risk
38,male,1,own,little,little,708,12,furniture/equipment,59.0,354.0,"Unskilled homeowner with little savings seeking very low, short-term credit. Despite job and limited savings, the minimal debt amount (708) reduces overall risk.",good risk
48,female,1,own,no info,moderate,4351,24,furniture/equipment,181.29166666666666,4351.0,"Unskilled middle-aged homeowner with moderate checking but no savings info. Seeking moderate credit, but the extremely high debt-to-savings ratio (4351.0) is a critical concern.",bad risk
32,male,2,own,little,no info,701,12,education,58.416666666666664,350.5,"Stable homeowner with little savings and no checking info seeking very low credit for education. While savings are limited, the minimal debt (701) mitigates risk.",good risk
27,female,1,own,little,little,3643,15,furniture/equipment,242.86666666666667,1821.5,Unskilled young homeowner with little savings seeking moderate credit. High monthly payments and a very high debt-to-savings ratio (1821.5) present significant risk.,bad risk
28,male,3,own,little,moderate,4249,30,car,141.63333333333333,2124.5,"Skilled young homeowner seeking moderate, long-term car credit. Despite a good job, limited savings and a very high debt-to-savings ratio (2124.5) pose significant risk.",bad risk
32,male,2,own,little,little,1938,24,radio/TV,80.75,969.0,Stable homeowner with limited savings seeking low credit over a moderate term. High debt-to-savings ratio (969.0) indicates financial strain despite the loan amount.,bad risk
34,male,3,free,little,little,2910,24,car,121.25,1455.0,"Skilled client with no housing costs. Seeking moderate credit for a car despite very limited savings, leading to a very high debt-to-savings ratio (1455.0).",bad risk
28,male,2,own,rich,little,2659,18,furniture/equipment,147.72222222222223,664.75,Stable young homeowner with rich savings seeking moderate credit. Rich savings provide a strong buffer despite limited checking and moderate D/S (664.75).,good risk
36,female,2,own,little,no info,1028,18,car,57.111111111111114,514.0,Stable homeowner with little savings and no checking info seeking very low car credit. High debt-to-savings ratio (514.0) is offset by minimal debt amount (1028).,good risk
39,male,1,own,little,little,3398,8,car,424.75,1699.0,"Unskilled homeowner with little savings seeking moderate car credit over a very short term, resulting in very high monthly payments and D/S (1699.0).",bad risk
49,male,2,rent,no info,no info,5801,12,furniture/equipment,483.4166666666667,5801.0,"Stable middle-aged renter seeking moderate-high credit. Complete lack of financial visibility, extremely high monthly payments, and critical D/S (5801.0) are major red flags.",bad risk
34,female,2,own,rich,no info,1525,24,car,63.541666666666664,381.25,Stable homeowner with rich savings seeking low car credit over a moderate term. Rich savings and a low debt-to-savings ratio (381.25) indicate strong financial health.,good risk
31,male,2,own,little,rich,4473,36,radio/TV,124.25,2236.5,"Stable homeowner with rich checking but little savings. Seeking moderate, long-term credit which, combined with limited savings, results in a very high debt-to-savings ratio (2236.5).",bad risk
28,male,2,own,little,moderate,1068,6,radio/TV,178.0,534.0,"Young stable homeowner with little savings seeking very low, short-term credit. Despite the low amount, high monthly payment and D/S (534.0) indicate strain.",bad risk
75,male,3,free,little,little,6615,24,car,275.625,3307.5,"Elderly skilled professional with no housing costs but very limited savings. Seeking high car credit, leading to an extremely high debt-to-savings ratio (3307.5).",bad risk
30,female,2,own,moderate,no info,1864,18,education,103.55555555555556,621.3333333333334,Stable young homeowner with moderate savings seeking low credit for education. Lack of checking info and a high debt-to-savings ratio (621.33) are concerns.,bad risk
24,female,3,own,moderate,moderate,7408,60,car,123.46666666666667,2469.3333333333335,Young skilled homeowner seeking very high credit for a car over an extremely long term. Exceptionally high D/S (2469.33) and duration are major red flags.,bad risk
24,female,1,rent,moderate,no info,11590,48,car,241.45833333333334,3863.3333333333335,"Young unskilled renter seeking very large, long-term car credit. Moderate savings are insufficient to mitigate risks from job status and extremely high D/S (3863.33).",bad risk
23,male,2,rent,little,little,4110,24,furniture/equipment,171.25,2055.0,Young stable renter with limited savings seeking moderate credit. The very high debt-to-savings ratio (2055.0) is a significant concern.,bad risk
44,male,3,rent,little,little,3384,6,furniture/equipment,564.0,1692.0,Skilled renter with limited savings seeking moderate credit over a very short term. Extremely high monthly payments and D/S (1692.0) are major risks.,bad risk
23,female,1,own,little,moderate,2101,13,radio/TV,161.6153846153846,1050.5,"Young unskilled homeowner seeking low credit over a short term, with high monthly payments. Limited savings and a very high D/S (1050.5) are significant risks.",bad risk
24,female,2,rent,no info,little,1275,15,domestic appliances,85.0,1275.0,"Young stable renter seeking low credit. Lack of savings info, limited checking, and a very high debt-to-savings ratio (1275.0) are concerns.",bad risk
28,male,2,own,little,little,4169,24,furniture/equipment,173.70833333333334,2084.5,Stable young homeowner with limited savings seeking moderate credit. The extremely high debt-to-savings ratio (2084.5) is a critical concern.,bad risk
31,male,1,own,little,moderate,1521,10,furniture/equipment,152.1,760.5,"Unskilled homeowner with little savings seeking low credit over a very short term, with high monthly payments. Limited savings and high D/S (760.5) are concerning.",bad risk
24,female,2,free,little,moderate,5743,24,education,239.29166666666666,2871.5,"Young stable client with no housing costs but limited savings. Seeking moderate-high credit for education, but the extremely high D/S (2871.5) is a major red flag.",bad risk
26,female,1,rent,little,little,3599,21,furniture/equipment,171.38095238095238,1799.5,Young unskilled renter with little savings seeking moderate credit. The very high debt-to-savings ratio (1799.5) poses significant risk.,bad risk
25,male,2,rent,quite rich,moderate,3213,18,radio/TV,178.5,3213.0,"Stable young renter with ""quite rich"" savings seeking moderate credit. While savings are substantial, the very high reported debt-to-savings ratio (3213.0) is unusual.",good risk
33,male,3,own,little,moderate,4439,18,business,246.61111111111111,2219.5,Skilled homeowner with little savings seeking moderate business credit. The very high debt-to-savings ratio (2219.5) and limited savings are significant concerns.,bad risk
37,male,1,own,little,rich,3949,10,car,394.9,1974.5,"Unskilled homeowner with rich checking but little savings. Seeking moderate, short-term car credit with very high monthly payments and D/S (1974.5).",bad risk
43,female,1,own,little,no info,1459,15,radio/TV,97.26666666666667,729.5,"Unskilled middle-aged homeowner with little savings and no checking info. Seeking low credit, but limited financial visibility and high D/S (729.5) are concerns.",bad risk
23,male,2,own,little,moderate,882,13,radio/TV,67.84615384615384,441.0,"Young stable homeowner with little savings seeking very low, short-term credit. Despite limited savings, the minimal debt amount (882) reduces overall risk.",good risk
23,female,0,rent,quite rich,moderate,3758,24,radio/TV,156.58333333333334,3758.0,"Unemployed young renter with ""quite rich"" savings seeking moderate credit. Despite substantial savings, the lack of current income (Job=0) and high D/S (3758.0) present critical risk.",bad risk
34,male,1,own,moderate,no info,1743,6,business,290.5,581.0,"Unskilled homeowner with moderate savings seeking low business credit over a very short term. High monthly payments, no checking info, and high D/S (581.0) are concerns.",bad risk
32,male,2,free,rich,moderate,1136,9,education,126.22222222222223,284.0,"Stable client with rich savings and no housing costs seeking very low, short-term education credit. Strong financial position with low debt-to-savings ratio (284.0).",good risk
23,female,2,rent,little,no info,1236,9,domestic appliances,137.33333333333334,618.0,Young renter (23) with limited savings/no checking info seeks small loan for appliances. High D/S (618) given low savings.,bad risk
29,female,2,own,little,moderate,959,9,furniture/equipment,106.55555555555556,479.5,"Homeowner (29) with moderate checking, low savings. Seeks small furniture loan. Moderate D/S suggests debt high relative to limited savings.",good risk
38,male,3,own,no info,no info,3229,18,car,179.38888888888889,3229.0,Established homeowner (38) in skilled job seeks moderate car loan. Lack of savings/checking info & high D/S (3229) indicate poor financial transparency.,bad risk
28,male,2,rent,little,little,6199,12,radio/TV,516.5833333333334,3099.5,Young renter (28) with minimal savings/checking seeks large loan ($6.2k). High monthly payment & extreme D/S (3099.5) indicate severe leverage.,bad risk
46,male,2,free,quite rich,no info,727,10,education,72.7,727.0,Established individual (46) with free housing & rich savings seeks small education loan. Low credit amount & strong liquidity.,good risk
23,male,1,own,little,moderate,1246,24,car,51.916666666666664,623.0,Young homeowner (23) with moderate checking but Job 1 status. Seeks moderate car loan. Limited savings & high D/S (623). Income stability is key concern.,bad risk
49,male,2,own,no info,no info,2331,12,radio/TV,194.25,2331.0,Established homeowner (49) in skilled job seeks moderate loan. Lack of savings/checking info & high D/S (2331) indicate poor financial transparency.,bad risk
26,male,3,own,little,no info,4463,36,radio/TV,123.97222222222223,2231.5,"Young homeowner (26), skilled job, seeks large loan ($4.4k). Limited savings/no checking info, high D/S (2231.5). High debt burden for age.",bad risk
28,male,2,own,little,no info,776,12,radio/TV,64.66666666666667,388.0,Young homeowner (28) in skilled job seeks very small loan ($776). Limited savings/no checking info; amount is easily manageable.,good risk
23,female,2,rent,little,little,2406,30,furniture/equipment,80.2,1203.0,Young renter (23) with minimal savings/checking seeks moderate loan ($2.4k). Long duration & high D/S (1203) indicate high risk for profile.,bad risk
61,male,2,free,no info,moderate,1239,18,education,68.83333333333333,1239.0,Older individual (61) with free housing & moderate checking. No savings info. Seeks low education loan. Manageable amount despite high D/S (1239).,good risk
37,male,3,own,no info,rich,3399,12,radio/TV,283.25,3399.0,"Established homeowner (37), skilled job, with rich checking seeks moderate loan over 12 months. High D/S (3399) mitigated by strong liquidity.",good risk
36,female,2,own,little,rich,2247,12,car,187.25,1123.5,Established homeowner (36) with rich checking & skilled job seeks moderate car loan. Strong liquidity from checking offsets limited savings.,good risk
21,male,2,rent,little,no info,1766,6,furniture/equipment,294.3333333333333,883.0,Very young renter (21) with minimal savings/no checking. Seeks moderate loan. High monthly payment ($294) & high D/S (883) for young profile.,bad risk
25,male,0,own,little,little,2473,18,furniture/equipment,137.38888888888889,1236.5,Young homeowner (25) with Job 0 status. Minimal savings/checking. Seeks moderate loan. Job status is critical income risk; high D/S (1236.5).,bad risk
36,male,2,own,little,no info,1542,12,business,128.5,771.0,Established homeowner (36) with skilled job seeks low business loan. Limited savings/no checking info; manageable amount offsets high D/S (771).,good risk
27,male,2,own,little,no info,3850,18,car,213.88888888888889,1925.0,"Young homeowner (27) in skilled job seeks high car loan ($3.85k). Limited savings/no checking info, very high D/S (1925). Significant leverage.",bad risk
22,female,2,rent,little,little,3650,18,furniture/equipment,202.77777777777777,1825.0,Very young renter (22) with minimal savings/checking. Seeks high loan ($3.65k). High monthly payment & extreme D/S (1825).,bad risk
42,male,2,own,little,little,3446,36,furniture/equipment,95.72222222222223,1723.0,"Established homeowner (42) with skilled job seeks moderate loan ($3.4k) over 36 months. Limited savings/checking, very high D/S (1723).",bad risk
40,female,2,rent,little,moderate,3001,18,furniture/equipment,166.72222222222223,1500.5,Established renter (40) with moderate checking but low savings. Seeks moderate loan ($3k). Renting & high D/S (1500.5) increase risk.,bad risk
36,male,2,own,no info,no info,3079,36,car,85.52777777777777,3079.0,Established homeowner (36) in skilled job seeks moderate car loan. No financial account info provided; extremely high D/S (3079) is critical.,bad risk
33,male,2,own,little,no info,6070,18,radio/TV,337.22222222222223,3035.0,"Homeowner (33) in skilled job seeks large loan ($6.07k). Limited savings/no checking info, extremely high D/S (3035). High burden.",bad risk
23,female,2,rent,little,no info,2146,10,furniture/equipment,214.6,1073.0,Young renter (23) with minimal savings/no checking. Seeks moderate loan over 10 months. High monthly payment & high D/S (1073).,bad risk
63,male,3,free,no info,no info,13756,60,car,229.26666666666668,13756.0,"Older individual (63) with free housing, skilled job, seeks very large car loan ($13.7k) for 60 months. No financial info, extreme D/S (13756).",bad risk
60,female,3,free,moderate,moderate,14782,60,vacation/others,246.36666666666667,4927.333333333333,"Older individual (60) with free housing, moderate savings/checking seeks very large vacation loan ($14.8k) for 60 months. Very high D/S (4927).",bad risk
37,female,2,rent,little,little,7685,48,business,160.10416666666666,3842.5,Renter (37) with minimal savings/checking seeks very large business loan ($7.6k) for 48 months. Extremely high D/S (3842.5) indicates high risk.,bad risk
